,ord_cat_cols_pipe__insured_sex,ord_cat_cols_pipe__incident_severity,ohe_cat_cols_pipe__insured_relationship_husband,ohe_cat_cols_pipe__insured_relationship_not-in-family,ohe_cat_cols_pipe__insured_relationship_other-relative,ohe_cat_cols_pipe__insured_relationship_own-child,ohe_cat_cols_pipe__insured_relationship_unmarried,ohe_cat_cols_pipe__insured_relationship_wife,ohe_cat_cols_pipe__incident_type_Multi-vehicle Collision,ohe_cat_cols_pipe__incident_type_Parked Car,ohe_cat_cols_pipe__incident_type_Single Vehicle Collision,ohe_cat_cols_pipe__incident_type_Vehicle Theft,ohe_cat_cols_pipe__collision_type_Front Collision,ohe_cat_cols_pipe__collision_type_Other,ohe_cat_cols_pipe__collision_type_Rear Collision,ohe_cat_cols_pipe__collision_type_Side Collision,ohe_cat_cols_pipe__incident_severity_Major Damage,ohe_cat_cols_pipe__incident_severity_Minor Damage,ohe_cat_cols_pipe__incident_severity_Total Loss,ohe_cat_cols_pipe__incident_severity_Trivial Damage,ohe_cat_cols_pipe__authorities_contacted_Ambulance,ohe_cat_cols_pipe__authorities_contacted_Fire,ohe_cat_cols_pipe__authorities_contacted_Other,ohe_cat_cols_pipe__authorities_contacted_Police,ohe_cat_cols_pipe__property_damage_NO,ohe_cat_cols_pipe__property_damage_Other,ohe_cat_cols_pipe__property_damage_YES,ohe_cat_cols_pipe__police_report_available_NO,ohe_cat_cols_pipe__police_report_available_Other,ohe_cat_cols_pipe__police_report_available_YES,csl_sum__policy_csl,num_pipe__months_as_customer,num_pipe__age,num_pipe__policy_deductable,num_pipe__policy_annual_premium,num_pipe__umbrella_limit,num_pipe__capital-gains,num_pipe__capital-loss,num_pipe__incident_hour_of_the_day,num_pipe__number_of_vehicles_involved,num_pipe__bodily_injuries,num_pipe__witnesses,num_pipe__total_claim_amount,num_pipe__injury_claim,num_pipe__property_claim,num_pipe__vehicle_claim,num_pipe__auto_year,num_pipe__active_days,fraud_reported
34,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.4592310046028083,-0.48843491005802403,-0.19219772668436882,-1.1813190851060869,0.8450480861029582,-0.5897654187345795,-0.9422630056295133,0.8463485045139969,0.6552328053494607,-0.8369194425993867,-1.4017701554581454,-0.30544141932848506,0.3407068410645631,0.581927749247736,-0.45921684175477645,0.4349978917558544,-1.284277036753796,1.3487081389581401,0
35,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.880643784118896,-0.5060998254308278,-0.6241027304694671,-0.3831305140884606,0.4822104550751786,1.8339280829143776,1.0450200823751186,-1.0700886467235144,0.37158224026311404,-0.8369194425993867,1.1941005027976794,-1.2599458547300009,-0.10713834941464018,0.5479366423991533,-0.4776100396888796,-0.18138933213205283,-1.9841555308975618,-1.1595037023235817,1
36,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.880643784118896,-1.2568587287749875,-1.1639839852008398,-0.3831305140884606,-1.056278065056104,-0.5897654187345795,-0.9422630056295133,0.8463485045139969,-1.330321150254966,-0.8369194425993867,-0.10383482633023308,-0.30544141932848506,0.16463095420949175,-0.320724977064627,-0.33250814487539887,0.41126994962893587,-0.4094289190740887,-0.21656165649425446,1
37,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.4592310046028083,0.7481091660382391,1.1035172846709258,1.2132466279467917,-0.014760945107235105,-0.5897654187345795,-0.9422630056295133,0.8463485045139969,0.5134075228062873,-0.8369194425993867,-0.10383482633023308,-0.30544141932848506,-1.9356481570378488,-1.2252660982019112,-1.3952262477346946,-2.0089801473167577,-0.9343377896819131,1.0767460121543586,0
38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4592310046028083,2.0023181575073057,1.6433985394022985,1.2132466279467917,-0.3126233594907666,-0.5897654187345795,1.5073523580084662,0.8463485045139969,-1.1884958677117927,1.065170199671947,1.1941005027976794,-1.2599458547300009,0.24501342429550257,0.8954012901846655,-0.2895906830291581,0.16590145718011887,0.11547995153373569,-0.17595984605765388,0
39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.13613816952562643,-0.04681202573793006,-0.19219772668436882,-1.1813190851060869,0.16147320414702768,-0.5897654187345795,0.8660527498718872,0.8463485045139969,-1.1884958677117927,-0.8369194425993867,-1.4017701554581454,1.6035674514745464,0.163482633208263,0.6083652767966337,0.6729866755222425,-0.12099093399080559,0.8153584456775015,0.5009703382904971,1
40,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.880643784118896,-1.1067069481061556,-1.3799364870933888,-1.1813190851060869,1.0049939276231146,-0.5897654187345795,-0.9422630056295133,-1.3232764817447304,0.9388833704358074,-0.8369194425993867,1.1941005027976794,0.6490630160730306,-0.6085718532845174,0.053177198269782795,-0.7453332540630484,-0.6759012169135148,0.6403888221415601,0.7830829177034286,0
41,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.13613816952562643,-0.779906013709286,-0.5161264795231925,-1.1813190851060869,2.277974130973859,-0.5897654187345795,-0.9422630056295133,-0.0923940837954345,-1.6139717153413127,-0.8369194425993867,-0.10383482633023308,-0.30544141932848506,1.5763002383866727,1.5978841650553748,1.7438795330189174,1.3043034078602345,-0.9343377896819131,-1.431115813520151,1
42,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.4592310046028083,-1.4776701709350344,-1.7038652399322125,-1.1813190851060869,1.1131821136930935,-0.5897654187345795,-0.9422630056295133,-1.779014584782919,0.6552328053494607,1.065170199671947,-0.10383482633023308,-1.2599458547300009,-0.16225775747361904,-0.3736000321624223,-0.38973142733705324,-0.01906863712745084,0.6403888221415601,-0.6159294643232308,0
43,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.13613816952562643,-0.8682305905733048,-0.9480314833082907,-1.1813190851060869,-3.0601849520816002,-0.5897654187345795,0.910794582997695,-1.4985603675286492,1.5061845006085006,-0.8369194425993867,1.1941005027976794,0.6490630160730306,-0.18292753549573612,-0.38493040111194987,-0.401993559293122,-0.04171803643041856,-0.23445929553814723,-0.2176117033158907,0
44,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.880643784118896,0.5714600123102015,0.5636360299395531,1.2132466279467917,-0.6440414679494783,-0.5897654187345795,0.4149059325199914,-0.2715731670412181,0.2297569577199407,-0.8369194425993867,-1.4017701554581454,0.6490630160730306,0.01917696072051973,0.6725707008439566,0.7424720899399656,-0.3609667123198683,1.3402673162853258,-0.8101881263259318,0
45,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.13613816952562643,0.5361301815645939,0.13173102615445484,-0.3831305140884606,1.017499431648481,-0.5897654187345795,-0.9422630056295133,0.8463485045139969,0.6552328053494607,1.065170199671947,1.1941005027976794,1.6035674514745464,-0.029818068665239263,-0.15643462729647725,-1.5628087178009682,0.4150448495127638,-0.7593681661459716,-0.6428806660785605,0
46,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.880643784118896,-0.3647805024483977,-0.6241027304694671,-1.1813190851060869,0.06530098279893147,-0.5897654187345795,0.3738925854880009,0.8463485045139969,-0.1957188899095793,1.065170199671947,-0.10383482633023308,-0.30544141932848506,0.8119012252354172,-1.4575386616672266,1.3024427826004408,1.2164021677082408,1.3402673162853258,1.48031400726988,0
47,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.4592310046028083,1.331051373340763,0.8875647827783767,1.2132466279467917,0.213186356024163,1.0260302490313917,-0.9422630056295133,0.8463485045139969,0.9388833704358074,1.065170199671947,1.1941005027976794,-0.30544141932848506,0.2641521076493147,-0.2716267116166742,-0.2793722397324341,0.5234384033198236,-0.5843985426100301,1.4425123216909759,1
48,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.4592310046028083,-0.25879101021157513,-0.5161264795231925,-0.3831305140884606,-0.4536106788941774,2.6418259167973632,-0.9422630056295133,0.8463485045139969,-1.0466705851686193,-0.8369194425993867,1.1941005027976794,-1.2599458547300009,-1.8606245182909054,-1.3045786808486044,-1.3972699363940393,-1.8800942798546318,-1.9841555308975618,-0.8175384540773853,0
49,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.880643784118896,-0.10863922954274322,-0.4081502285769179,-0.3831305140884606,0.08942191938878297,-0.5897654187345795,-0.9422630056295133,-0.7234160726175419,0.9388833704358074,-0.8369194425993867,-1.4017701554581454,-1.2599458547300009,0.7923797682145288,1.4354822101121463,0.0026567952571482393,0.7057121405675162,-1.1093074132178546,0.5471723984424909,0
50,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.13613816952562643,1.0925750158079124,0.9955410337246512,-0.3831305140884606,0.8060184525433651,-0.5897654187345795,1.0450200823751186,0.8463485045139969,-1.0466705851686193,-0.8369194425993867,-0.10383482633023308,0.6490630160730306,0.601375708343484,-0.2281936306434852,1.0980739166659608,0.6226643431233012,-0.4094289190740887,-1.6950275813580546,1
51,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.13613816952562643,0.20932924716772444,0.3476835280470039,1.2132466279467917,-0.12717697061639385,1.4299791659728847,-0.9422630056295133,0.8463485045139969,-0.6211947375390994,-0.8369194425993867,-1.4017701554581454,-1.2599458547300009,-1.945600272381831,-1.3102438653233681,-1.4034010023720738,-1.996576904841323,0.11547995153373569,-0.6344802915054707,1
52,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.880643784118896,-0.6209217753540522,-1.0560077342545653,1.2132466279467917,0.8337441785497809,1.4299791659728847,0.3664356133003663,0.8463485045139969,-0.7630200200822727,1.065170199671947,1.1941005027976794,1.6035674514745464,-0.8133557651703069,-0.0034746464778550525,-0.7759885839532203,-0.9401442087814714,0.11547995153373569,0.11875329521491235,0
53,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.13613816952562643,0.456638062386977,0.23970727710072937,1.2132466279467917,0.845315107541222,1.8339280829143776,0.8809666942471565,-1.5842547116896761,-1.0466705851686193,-0.8369194425993867,-0.10383482633023308,0.6490630160730306,0.28711852767388923,-0.26029634266714663,-0.2671101077763653,0.5493234310946439,1.3402673162853258,1.418711260400555,1
54,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.4592310046028083,0.20932924716772444,0.5636360299395531,-0.3831305140884606,1.593731695422269,1.8339280829143776,1.5185378162899184,-0.945442327943839,1.0807086529789807,-0.8369194425993867,-1.4017701554581454,-0.30544141932848506,-1.8908636379899284,-1.2120473344274625,-1.4299689549435561,-1.940492677995879,0.4654191986056186,-1.6404251466329711,0
55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.13613816952562643,0.456638062386977,0.023754775208180277,-0.3831305140884606,0.5576440113847677,-0.5897654187345795,-0.9422630056295133,0.8463485045139969,0.9388833704358074,1.065170199671947,-1.4017701554581454,0.6490630160730306,0.31391268436922615,-0.2470775788926978,-0.2528042871609517,0.5795226301652675,-0.5843985426100301,-0.678582258014192,1
56,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.13613816952562643,-0.5944244022948465,-0.5161264795231925,-0.3831305140884606,0.4786501692316573,-0.5897654187345795,-0.9422630056295133,-2.1529535411219456,-1.755796997884486,1.065170199671947,-1.4017701554581454,-1.2599458547300009,0.8708483699651585,2.59306823778888,-0.10157132636943653,0.5131922464922906,0.990328069213443,0.13765413800436435,0
57,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.880643784118896,-0.3471155870755939,-0.19219772668436882,-0.3831305140884606,-0.39504397676826536,-0.5897654187345795,-0.9422630056295133,0.8463485045139969,1.5061845006085006,1.065170199671947,1.1941005027976794,0.6490630160730306,-0.16493717314315273,0.3137756841089169,0.35417124466445377,-0.41543312492938594,1.5152369398212673,1.4743637419472746,0
58,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.880643784118896,-1.5659947477990532,-0.6241027304694671,-1.1813190851060869,0.966587344086138,-0.5897654187345795,-0.9422630056295133,0.8463485045139969,1.222533935522154,-0.8369194425993867,-0.10383482633023308,-0.30544141932848506,-1.079383463788295,-0.9344532951640371,-0.9967069591624587,-0.9908357215071611,0.990328069213443,0.5688733660896395,0
59,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.880643784118896,0.06800992418529436,0.3476835280470039,-1.1813190851060869,0.40001235566289967,-0.5897654187345795,-0.9422630056295133,-0.6844640979988933,0.2297569577199407,-0.8369194425993867,1.1941005027976794,-0.30544141932848506,-0.5205339098569817,-0.5699930939542336,-0.6022750479089124,-0.411658225045558,-1.8091859073616203,-1.289009476992049,0
60,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.880643784118896,0.2711564509725376,0.3476835280470039,-1.1813190851060869,0.12159800269959826,1.0260302490313917,0.48947565439633783,0.8463485045139969,1.3643592180653275,-0.8369194425993867,1.1941005027976794,0.6490630160730306,1.1908471556408968,0.03618164484549144,1.6703067412825046,1.2266483245357738,-0.7593681661459716,-0.11715722404602547,0
61,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.880643784118896,2.143637480489736,2.3992322960262205,1.2132466279467917,-0.3944654303186928,-0.5897654187345795,-0.9422630056295133,-1.140202201037082,1.222533935522154,1.065170199671947,-0.10383482633023308,0.6490630160730306,2.2591684604506885,1.881143388793564,2.050432831920637,2.1045821832317606,-0.05948967200220578,0.2794104589252543,0
62,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.4592310046028083,-1.2745236441477912,-1.7038652399322125,-1.1813190851060869,-0.0464474891145678,0.622081332089899,-0.9422630056295133,0.8463485045139969,-0.479369454995926,-0.8369194425993867,-0.10383482633023308,-1.2599458547300009,0.023770244725434635,-0.5681046991293123,0.3623459993018329,0.1001103449191174,-1.1093074132178546,0.46526874635486554,0
63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.880643784118896,-0.7357437252772766,-0.5161264795231925,-0.3831305140884606,-1.2869845877162305,-0.5897654187345795,1.026377651906032,-0.43127626297767735,-1.0466705851686193,-0.8369194425993867,-0.10383482633023308,-0.30544141932848506,-1.8610072919579816,-1.2460384412760452,-1.3339155879543505,-1.9140683788090835,0.6403888221415601,-1.4486165938807547,0
64,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.13613816952562643,-0.21462872177956577,-0.08422147573809427,1.2132466279467917,0.3352596568838713,-0.5897654187345795,0.5976017511170402,-1.3154860868210008,-0.05389360736640598,-0.8369194425993867,-1.4017701554581454,0.6490630160730306,-0.3712521796972472,-0.6644128352002966,0.1538897560486634,-0.37390922620727846,-0.5843985426100301,0.3217623473979152,1
65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.880643784118896,2.3732813803361847,2.0753035431873967,1.2132466279467917,-0.4200994883920401,-0.5897654187345795,1.1345037486267342,0.8463485045139969,-0.05389360736640598,2.0162150208076137,-1.4017701554581454,-1.2599458547300009,0.27640086499575445,0.5290526941499407,0.5871517518297609,0.08339293114787932,-1.284277036753796,1.1180478538053833,1
66,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.4592310046028083,-1.1861990672837723,-1.3799364870933888,-0.3831305140884606,-0.11729717740062444,1.4299791659728847,1.4290541500383025,0.8463485045139969,-1.755796997884486,1.065170199671947,-0.10383482633023308,0.6490630160730306,-0.14503294245518814,-0.36415805803781603,-0.37951298404032924,-0.0001941377083110734,0.990328069213443,-0.48887379890524796,0
67,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.4592310046028083,-0.5679270292356409,-0.8400552323620162,-1.1813190851060869,-2.301532542400432,1.8339280829143776,1.0524770545627533,0.8463485045139969,-0.479369454995926,-0.8369194425993867,-1.4017701554581454,0.6490630160730306,0.8413747976002879,1.21642841042128,-0.11587714698485013,0.8685721069840936,1.5152369398212673,-0.4335713329657403,0
68,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.4592310046028083,-0.39127787550760335,-0.19219772668436882,-1.1813190851060869,0.6605362722625098,-0.5897654187345795,0.7541981670573675,-0.6260361360709203,0.9388833704358074,-0.8369194425993867,-0.10383482633023308,-1.2599458547300009,0.651901832397548,-0.20553289274443004,1.147122444490236,0.6744343986729417,1.5152369398212673,-1.7223287987205964,0
69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.4592310046028083,-0.07330939879713569,0.023754775208180277,1.2132466279467917,1.1122920422322131,-0.5897654187345795,1.1829740678463594,-0.21704040257511004,-0.6211947375390994,1.065170199671947,1.1941005027976794,-1.2599458547300009,0.17228642755101659,-0.3169481874147845,-0.3284207675567093,0.4198982922205426,1.3402673162853258,1.153749445741015,0
70,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.13613816952562643,2.25845943041296,2.5072085469724947,-0.3831305140884606,-0.16838727925514324,1.0260302490313917,-0.9422630056295133,0.8463485045139969,1.0807086529789807,1.065170199671947,-0.10383482633023308,-1.2599458547300009,-0.334505907657928,-1.4575386616672266,-0.49191586030429324,0.07476458855627258,0.8153584456775015,-0.12940777029844805,0
71,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4592310046028083,0.11217221261730376,0.23970727710072937,1.2132466279467917,-1.5605035476446907,-0.5897654187345795,0.7989400001831755,0.8463485045139969,0.37158224026311404,1.065170199671947,-0.10383482633023308,0.6490630160730306,-0.6912509653729857,-1.4575386616672266,-0.596143981930878,-0.40033352539407413,-1.8091859073616203,-0.5532766706322696,0
